hcp_id,specialty,territory_id,region,city_tier,monthly_patient_volume,recommendation_rate,digital_engagement,pre_recall_prescriber,hcp_segment
HCP02191,Pediatrician,TR19,Central,T2,190.0,0.093,0.327,False,Low-opportunity
HCP02192,Pediatrician,TR28,South,T1,708.0,0.705,0.894,True,High-volume advocate
HCP02193,Pediatrician,TR23,South,T1,403.0,0.381,0.284,False,Low-opportunity
HCP02194,Obstetrician-Gynecologist,TR09,North,T2,127.0,0.058,0.351,True,Low-opportunity
HCP02195,Obstetrician-Gynecologist,TR28,South,T1,102.0,0.278,0.584,False,Low-opportunity
HCP02196,Pediatrician,TR01,North,T1,313.0,0.182,0.903,False,Emerging
HCP02197,Obstetrician-Gynecologist,TR31,East,T1,191.0,0.072,0.581,False,High-volume non/under-user
HCP02198,Obstetrician-Gynecologist,TR29,South,T2,64.0,0.261,0.311,True,Low-opportunity
HCP02199,Pediatrician,TR35,East,T2,301.0,0.134,,True,Low-opportunity
HCP02200,Neonatologist,TR01,North,T1,305.0,0.195,0.614,True,High-volume non/under-user
HCP02201,Pediatrician,TR16,West,T1,329.0,0.474,0.423,True,Low-opportunity
HCP02202,Obstetrician-Gynecologist,TR06,North,T2,141.0,0.087,0.57,False,Low-opportunity
HCP02203,General Practitioner,TR14,West,T1,78.0,0.298,0.546,True,Low-opportunity
HCP02204,Neonatologist,TR14,West,T1,333.0,0.141,0.724,False,High-volume non/under-user
HCP02205,Pediatrician,TR23,South,T1,446.0,0.251,0.785,True,High-volume non/under-user
HCP02206,Pediatrician,TR16,West,T1,418.0,0.72,0.627,True,Emerging
HCP02207,Obstetrician-Gynecologist,TR35,East,T2,54.0,0.016,0.697,False,Low-opportunity
HCP02208,General Practitioner,TR12,West,T1,134.0,0.338,0.816,True,Emerging
HCP02209,General Practitioner,TR15,West,T2,92.0,0.134,0.355,False,Low-opportunity
HCP02210,General Practitioner,TR26,South,T1,234.0,0.035,0.756,False,High-volume non/under-user
HCP02211,General Practitioner,TR12,West,T1,268.0,0.033,0.664,False,High-volume non/under-user
HCP02212,Pediatrician,TR26,South,T1,339.0,0.022,0.566,False,Low-opportunity
HCP02213,Pediatrician,TR26,South,T1,493.0,0.455,0.361,True,High-volume advocate
HCP02214,Pediatrician,TR26,South,T1,503.0,0.355,0.351,True,High-volume non/under-user
HCP02215,Pediatrician,TR24,South,T1,497.0,0.357,0.437,False,High-volume non/under-user
HCP02216,Obstetrician-Gynecologist,TR28,South,T1,55.0,0.506,0.993,True,Low-opportunity
HCP02217,Pediatrician,TR36,East,T2,249.0,0.274,0.765,True,Low-opportunity
HCP02218,Pediatrician,TR01,North,T1,383.0,0.368,0.278,False,Low-opportunity
HCP02219,Pediatrician,TR18,West,T3,280.0,0.257,0.065,False,Low-opportunity
HCP02220,Obstetrician-Gynecologist,TR28,South,T1,91.0,0.307,0.231,False,Low-opportunity
HCP02221,Pediatrician,TR01,North,T1,650.0,0.368,0.341,False,High-volume non/under-user
HCP02222,Pediatrician,TR20,Central,T2,400.0,0.522,0.281,True,Low-opportunity
HCP02223,Obstetrician-Gynecologist,TR24,South,T1,165.0,0.222,0.327,False,High-volume non/under-user
HCP02224,Pediatrician,TR08,North,T2,201.0,0.573,0.628,True,Low-opportunity
HCP02225,General Practitioner,TR15,West,T2,373.0,0.027,0.484,False,High-volume non/under-user
HCP02226,Pediatrician,TR28,South,T1,241.0,0.494,0.568,True,Low-opportunity
HCP02227,General Practitioner,TR02,North,T1,154.0,0.083,0.56,False,Low-opportunity
HCP02228,Pediatrician,TR04,North,T2,574.0,0.338,0.227,True,High-volume non/under-user
HCP02229,Pediatrician,TR29,South,T2,999.0,0.243,0.611,True,High-volume non/under-user
HCP02230,Pediatrician,TR28,South,T1,379.0,0.684,0.578,True,Low-opportunity
HCP02231,General Practitioner,TR23,South,T1,245.0,0.051,0.957,False,High-volume non/under-user
HCP02232,Obstetrician-Gynecologist,TR15,West,T2,105.0,0.123,0.456,True,Low-opportunity
HCP02233,Pediatrician,TR03,North,T2,390.0,0.407,0.26,False,Low-opportunity
HCP02234,General Practitioner,TR28,South,T1,111.0,0.157,0.495,False,Low-opportunity
HCP02235,Pediatrician,TR10,North,T2,201.0,0.12,0.665,True,Low-opportunity
HCP02236,General Practitioner,TR32,East,T3,147.0,0.119,0.755,False,Emerging
HCP02237,Neonatologist,TR28,South,T1,270.0,0.277,0.447,False,High-volume non/under-user
HCP02238,Pediatrician,TR02,North,T1,747.0,0.258,0.444,True,High-volume non/under-user
HCP02239,Pediatrician,TR24,South,T1,326.0,0.296,0.625,False,Emerging
HCP02240,General Practitioner,TR32,East,T3,136.0,0.331,0.495,False,Low-opportunity
HCP02241,Obstetrician-Gynecologist,TR31,East,T1,78.0,0.111,0.549,False,Low-opportunity
HCP02242,General Practitioner,TR23,South,T1,176.0,0.052,0.391,False,Low-opportunity
HCP02243,Pediatrician,TR06,North,T2,127.0,0.154,0.579,False,Low-opportunity
HCP02244,General Practitioner,TR25,South,T3,67.0,0.126,0.408,False,Low-opportunity
HCP02245,Pediatrician,TR24,South,T1,155.0,0.433,0.649,True,Low-opportunity
HCP02246,Neonatologist,TR23,South,T1,303.0,0.035,0.661,False,High-volume non/under-user
HCP02247,Obstetrician-Gynecologist,TR11,North,T3,85.0,0.068,0.416,True,Low-opportunity
HCP02248,Obstetrician-Gynecologist,TR31,East,T1,148.0,0.082,0.683,False,Emerging
HCP02249,Obstetrician-Gynecologist,TR18,West,T3,66.0,0.118,0.672,False,Low-opportunity
HCP02250,Neonatologist,TR12,West,T1,293.0,0.315,0.302,True,High-volume non/under-user
HCP02251,Pediatrician,TR11,North,T3,199.0,0.22,,False,Low-opportunity
HCP02252,Obstetrician-Gynecologist,TR12,West,T1,262.0,0.073,0.569,True,High-volume non/under-user
HCP02253,Pediatrician,TR16,West,T1,382.0,0.538,0.73,True,Emerging
HCP02254,Pediatrician,TR10,North,T2,564.0,0.166,0.564,True,High-volume non/under-user
HCP02255,Pediatrician,TR19,Central,T2,313.0,0.661,0.218,True,Low-opportunity
HCP02256,Pediatrician,TR08,North,T2,294.0,0.276,0.54,False,Low-opportunity
HCP02257,Pediatrician,TR12,West,T1,170.0,0.223,0.381,False,Low-opportunity
HCP02258,Pediatrician,TR04,North,T2,218.0,0.189,0.325,False,Low-opportunity
HCP02259,Pediatrician,TR14,West,T1,236.0,0.27,0.455,True,Low-opportunity
HCP02260,Pediatrician,TR15,West,T2,534.0,0.291,0.752,False,High-volume non/under-user
HCP02261,Pediatrician,TR15,West,T2,448.0,0.26,0.498,False,High-volume non/under-user
HCP02262,General Practitioner,TR26,South,T1,164.0,0.128,0.356,True,Low-opportunity
HCP02263,General Practitioner,TR17,West,T2,173.0,0.185,0.462,True,Low-opportunity
HCP02264,General Practitioner,TR26,South,T1,229.0,0.036,0.776,False,High-volume non/under-user
HCP02265,General Practitioner,TR01,North,T1,147.0,0.222,0.803,True,Emerging
HCP02266,General Practitioner,TR16,West,T1,209.0,0.189,0.751,False,High-volume non/under-user
HCP02267,Pediatrician,TR02,North,T1,199.0,0.443,0.674,False,Low-opportunity
HCP02268,Pediatrician,TR16,West,T1,423.0,0.403,0.52,False,High-volume advocate
HCP02269,Pediatrician,TR23,South,T1,236.0,0.145,0.448,False,Low-opportunity
HCP02270,Pediatrician,TR28,South,T1,725.0,0.138,0.516,False,High-volume non/under-user
HCP02271,Obstetrician-Gynecologist,TR20,Central,T2,232.0,0.043,0.605,False,High-volume non/under-user
HCP02272,Pediatrician,TR14,West,T1,388.0,0.678,0.455,True,Low-opportunity
HCP02273,Neonatologist,TR11,North,T3,176.0,0.21,0.044,False,Low-opportunity
HCP02274,Pediatrician,TR34,East,T3,258.0,0.119,0.632,False,Low-opportunity
HCP02275,General Practitioner,TR08,North,T2,159.0,0.107,0.532,False,Low-opportunity
HCP02276,Pediatrician,TR01,North,T1,334.0,0.252,0.362,True,Low-opportunity
HCP02277,Obstetrician-Gynecologist,TR04,North,T2,147.0,0.5,0.675,True,Emerging
HCP02278,Obstetrician-Gynecologist,TR36,East,T2,184.0,0.342,0.402,True,High-volume non/under-user
HCP02279,Pediatrician,TR32,East,T3,149.0,0.657,0.509,True,Low-opportunity
HCP02280,Pediatrician,TR13,West,T1,399.0,0.41,0.78,True,Emerging
HCP02281,General Practitioner,TR01,North,T1,115.0,0.112,0.7,False,Low-opportunity
HCP02282,Pediatrician,TR28,South,T1,530.0,0.283,0.696,True,High-volume non/under-user
HCP02283,Pediatrician,TR12,West,T1,308.0,0.31,0.415,True,Low-opportunity
HCP02284,Neonatologist,TR01,North,T1,139.0,0.39,,True,Low-opportunity
HCP02285,General Practitioner,TR16,West,T1,82.0,0.347,0.59,True,Low-opportunity
HCP02286,Pediatrician,TR16,West,T1,230.0,0.676,,True,Low-opportunity
HCP02287,Pediatrician,TR14,West,T1,512.0,0.392,0.477,True,High-volume non/under-user
HCP02288,Pediatrician,TR24,South,T1,437.0,0.28,0.49,False,High-volume non/under-user
HCP02289,Obstetrician-Gynecologist,TR26,South,T1,125.0,0.147,0.825,True,Emerging
HCP02290,Pediatrician,TR21,Central,T3,556.0,0.269,0.572,False,High-volume non/under-user
HCP02291,Pediatrician,TR01,North,T1,157.0,0.533,0.387,True,Low-opportunity
HCP02292,Pediatrician,TR01,North,T1,782.0,0.209,,False,High-volume non/under-user
HCP02293,Neonatologist,TR31,East,T1,409.0,0.139,0.58,False,High-volume non/under-user
HCP02294,Pediatrician,TR07,North,T3,174.0,0.08,,False,Low-opportunity
HCP02295,General Practitioner,TR15,West,T2,219.0,0.111,0.451,False,High-volume non/under-user
HCP02296,Pediatrician,TR03,North,T2,230.0,0.264,0.35,True,Low-opportunity
HCP02297,Obstetrician-Gynecologist,TR09,North,T2,129.0,0.099,0.697,False,Emerging
HCP02298,Pediatrician,TR17,West,T2,122.0,0.357,0.745,False,Low-opportunity
HCP02299,Obstetrician-Gynecologist,TR10,North,T2,145.0,0.089,0.782,False,Emerging
HCP02300,Neonatologist,TR24,South,T1,129.0,0.063,0.471,False,Low-opportunity
HCP02301,Pediatrician,TR14,West,T1,331.0,0.42,0.766,True,Emerging
HCP02302,Pediatrician,TR28,South,T1,283.0,0.482,0.825,True,Low-opportunity
HCP02303,Neonatologist,TR23,South,T1,372.0,0.375,0.485,True,High-volume non/under-user
HCP02304,Pediatrician,TR11,North,T3,343.0,0.432,0.628,False,Emerging
HCP02305,Obstetrician-Gynecologist,TR28,South,T1,340.0,0.196,0.224,True,High-volume non/under-user
HCP02306,Obstetrician-Gynecologist,TR33,East,T2,256.0,0.167,0.599,True,High-volume non/under-user
HCP02307,Pediatrician,TR04,North,T2,306.0,0.656,0.487,True,Low-opportunity
HCP02308,Pediatrician,TR24,South,T1,547.0,0.378,0.728,True,High-volume non/under-user
HCP02309,Pediatrician,TR24,South,T1,346.0,0.699,0.483,True,Low-opportunity
HCP02310,General Practitioner,TR24,South,T1,242.0,0.173,0.472,False,High-volume non/under-user
HCP02311,Pediatrician,TR01,North,T1,510.0,0.254,0.232,True,High-volume non/under-user
HCP02312,General Practitioner,TR01,North,T1,122.0,0.42,0.795,True,Low-opportunity
HCP02313,Pediatrician,TR12,West,T1,233.0,0.183,0.759,True,Low-opportunity
HCP02314,Obstetrician-Gynecologist,TR02,North,T1,94.0,0.068,0.519,False,Low-opportunity
HCP02315,Pediatrician,TR14,West,T1,326.0,0.15,0.419,False,Low-opportunity
HCP02316,Pediatrician,TR31,East,T1,456.0,0.263,0.314,False,High-volume non/under-user
HCP02317,Pediatrician,TR14,West,T1,211.0,0.463,0.346,False,Low-opportunity
HCP02318,Pediatrician,TR14,West,T1,257.0,0.219,0.714,True,Low-opportunity
HCP02319,Pediatrician,TR12,West,T1,222.0,0.616,0.887,True,Low-opportunity
HCP02320,Obstetrician-Gynecologist,TR16,West,T1,110.0,0.049,0.815,False,Emerging
HCP02321,Pediatrician,TR28,South,T1,404.0,0.777,0.644,True,Emerging
HCP02322,Pediatrician,TR29,South,T2,387.0,0.11,0.625,False,Emerging
HCP02323,General Practitioner,TR15,West,T2,129.0,0.096,0.592,False,Low-opportunity
HCP02324,General Practitioner,TR15,West,T2,140.0,0.173,0.396,True,Low-opportunity
HCP02325,Pediatrician,TR08,North,T2,298.0,0.527,0.52,True,Low-opportunity
HCP02326,Pediatrician,TR35,East,T2,419.0,0.301,0.737,True,Emerging
HCP02327,Pediatrician,TR13,West,T1,331.0,0.147,0.449,False,Low-opportunity
HCP02328,Pediatrician,TR13,West,T1,474.0,0.125,0.517,True,High-volume non/under-user
HCP02329,Pediatrician,TR16,West,T1,261.0,0.417,0.833,False,Low-opportunity
HCP02330,Pediatrician,TR02,North,T1,664.0,0.38,,True,High-volume non/under-user
HCP02331,General Practitioner,TR13,West,T1,226.0,0.126,0.353,False,High-volume non/under-user
HCP02332,Obstetrician-Gynecologist,TR33,East,T2,196.0,0.241,0.861,False,High-volume non/under-user
HCP02333,Pediatrician,TR02,North,T1,256.0,0.315,0.465,False,Low-opportunity
HCP02334,Pediatrician,TR10,North,T2,278.0,0.721,0.487,True,Low-opportunity
HCP02335,Obstetrician-Gynecologist,TR09,North,T2,132.0,0.279,0.489,False,Low-opportunity
HCP02336,General Practitioner,TR10,North,T2,164.0,0.017,0.422,False,Low-opportunity
HCP02337,General Practitioner,TR34,East,T3,94.0,0.19,0.505,False,Low-opportunity
HCP02338,Obstetrician-Gynecologist,TR26,South,T1,84.0,0.174,0.596,False,Low-opportunity
HCP02339,General Practitioner,TR32,East,T3,115.0,0.382,0.71,True,Low-opportunity
HCP02340,General Practitioner,TR30,South,T2,64.0,0.294,0.589,True,Low-opportunity
HCP02341,Pediatrician,TR24,South,T1,246.0,0.364,0.256,False,Low-opportunity
HCP02342,Neonatologist,TR21,Central,T3,148.0,0.233,0.706,False,Low-opportunity
HCP02343,General Practitioner,TR18,West,T3,81.0,0.063,0.569,False,Low-opportunity
HCP02344,Pediatrician,TR25,South,T3,371.0,0.703,0.619,True,Emerging
HCP02345,General Practitioner,TR26,South,T1,47.0,0.051,0.516,False,Low-opportunity
HCP02346,Pediatrician,TR23,South,T1,350.0,0.417,,True,Low-opportunity
HCP02347,Pediatrician,TR16,West,T1,412.0,0.154,0.521,False,Low-opportunity
HCP02348,Pediatrician,TR24,South,T1,215.0,0.263,0.313,True,Low-opportunity
HCP02349,General Practitioner,TR05,North,T2,175.0,0.13,0.58,True,Low-opportunity
HCP02350,Pediatrician,TR21,Central,T3,192.0,0.31,0.668,True,Low-opportunity
HCP02351,General Practitioner,TR19,Central,T2,97.0,0.129,,False,Low-opportunity
HCP02352,General Practitioner,TR19,Central,T2,117.0,0.051,0.467,False,Low-opportunity
HCP02353,Pediatrician,TR18,West,T3,294.0,0.377,0.759,False,Low-opportunity
HCP02354,Pediatrician,TR27,South,T2,415.0,0.061,0.445,False,Low-opportunity
HCP02355,Pediatrician,TR27,South,T2,471.0,0.65,0.447,True,High-volume advocate
HCP02356,General Practitioner,TR13,West,T1,70.0,0.258,0.401,True,Low-opportunity
HCP02357,Neonatologist,TR14,West,T1,142.0,0.04,0.361,False,Low-opportunity
HCP02358,Pediatrician,TR01,North,T1,626.0,0.309,0.438,False,High-volume non/under-user
HCP02359,General Practitioner,TR03,North,T2,90.0,0.063,0.469,False,Low-opportunity
HCP02360,Neonatologist,TR11,North,T3,366.0,0.093,0.705,False,High-volume non/under-user
HCP02361,General Practitioner,TR28,South,T1,476.0,0.138,0.56,False,High-volume non/under-user
HCP02362,Pediatrician,TR28,South,T1,310.0,0.249,0.4,True,Low-opportunity
HCP02363,Pediatrician,TR10,North,T2,179.0,0.437,0.366,True,Low-opportunity
HCP02364,Obstetrician-Gynecologist,TR31,East,T1,117.0,0.058,0.744,False,Emerging
HCP02365,Pediatrician,TR14,West,T1,410.0,0.326,0.354,True,Low-opportunity
HCP02366,Pediatrician,TR28,South,T1,175.0,0.164,0.487,False,Low-opportunity
HCP02367,Pediatrician,TR16,West,T1,307.0,0.346,0.502,True,Low-opportunity
HCP02368,Pediatrician,TR26,South,T1,471.0,0.244,0.429,True,High-volume non/under-user
HCP02369,General Practitioner,TR14,West,T1,223.0,0.127,0.748,False,High-volume non/under-user
HCP02370,Neonatologist,TR02,North,T1,147.0,0.16,0.424,False,Low-opportunity
HCP02371,Neonatologist,TR11,North,T3,346.0,0.147,0.79,False,High-volume non/under-user
HCP02372,General Practitioner,TR26,South,T1,156.0,0.034,0.719,False,Emerging
HCP02373,Obstetrician-Gynecologist,TR32,East,T3,144.0,0.033,0.618,False,Emerging
HCP02374,Obstetrician-Gynecologist,TR24,South,T1,122.0,0.016,0.607,False,Emerging
HCP02375,Neonatologist,TR28,South,T1,476.0,0.152,0.297,False,High-volume non/under-user
HCP02376,Obstetrician-Gynecologist,TR01,North,T1,144.0,0.394,0.658,True,Emerging
HCP02377,Obstetrician-Gynecologist,TR27,South,T2,135.0,0.12,0.669,False,Emerging
HCP02378,Pediatrician,TR29,South,T2,356.0,0.049,0.712,False,Emerging
HCP02379,Pediatrician,TR15,West,T2,491.0,0.195,0.179,False,High-volume non/under-user
HCP02380,Pediatrician,TR18,West,T3,171.0,0.153,0.25,False,Low-opportunity
HCP02381,General Practitioner,TR01,North,T1,280.0,0.127,0.504,False,High-volume non/under-user
HCP02382,Neonatologist,TR06,North,T2,168.0,0.686,0.387,True,Low-opportunity
HCP02383,Neonatologist,TR01,North,T1,264.0,0.124,0.651,False,Emerging
HCP02384,Obstetrician-Gynecologist,TR26,South,T1,80.0,0.121,0.67,False,Low-opportunity
HCP02385,Obstetrician-Gynecologist,TR28,South,T1,59.0,0.187,0.385,False,Low-opportunity
HCP02386,Pediatrician,TR03,North,T2,368.0,0.61,0.392,False,Low-opportunity
HCP02387,Pediatrician,TR33,East,T2,229.0,0.508,0.457,True,Low-opportunity
HCP02388,General Practitioner,TR30,South,T2,183.0,0.2,0.714,False,Emerging
HCP02389,Pediatrician,TR22,Central,T3,279.0,0.493,0.647,False,Low-opportunity
HCP02390,General Practitioner,TR36,East,T2,77.0,0.17,0.758,False,Low-opportunity
HCP02391,General Practitioner,TR31,East,T1,264.0,0.119,0.453,False,High-volume non/under-user
HCP02392,Pediatrician,TR09,North,T2,216.0,0.208,0.71,False,Low-opportunity
HCP02393,General Practitioner,TR34,East,T3,112.0,0.236,0.534,False,Low-opportunity
HCP02394,General Practitioner,TR16,West,T1,100.0,0.08,0.737,False,Low-opportunity
HCP02395,General Practitioner,TR05,North,T2,145.0,0.05,0.575,False,Low-opportunity
HCP02396,Obstetrician-Gynecologist,TR08,North,T2,143.0,0.099,0.232,False,Low-opportunity
HCP02397,Pediatrician,TR25,South,T3,244.0,0.36,0.443,True,Low-opportunity
HCP02398,Obstetrician-Gynecologist,TR36,East,T2,73.0,0.076,0.503,False,Low-opportunity
HCP02399,Pediatrician,TR16,West,T1,266.0,0.295,0.375,True,Low-opportunity
HCP02400,Pediatrician,TR22,Central,T3,234.0,0.805,0.767,True,Low-opportunity
HCP02401,Pediatrician,TR12,West,T1,508.0,0.519,0.438,True,High-volume advocate
HCP02402,Obstetrician-Gynecologist,TR30,South,T2,179.0,0.079,0.64,False,High-volume non/under-user
HCP02403,Obstetrician-Gynecologist,TR03,North,T2,118.0,0.079,0.643,False,Emerging
HCP02404,Pediatrician,TR23,South,T1,349.0,0.451,0.54,True,Low-opportunity
HCP02405,General Practitioner,TR23,South,T1,160.0,0.077,0.65,False,Emerging
HCP02406,Obstetrician-Gynecologist,TR01,North,T1,114.0,0.027,0.567,False,Low-opportunity
HCP02407,Neonatologist,TR33,East,T2,104.0,0.073,0.522,False,Low-opportunity
HCP02408,Pediatrician,TR35,East,T2,455.0,0.032,0.633,False,High-volume non/under-user
HCP02409,Pediatrician,TR16,West,T1,359.0,0.456,0.436,True,Low-opportunity
HCP02410,Pediatrician,TR26,South,T1,240.0,0.139,0.493,True,Low-opportunity
HCP02411,Obstetrician-Gynecologist,TR30,South,T2,175.0,0.15,0.524,False,High-volume non/under-user
HCP02412,Pediatrician,TR04,North,T2,254.0,0.458,0.702,True,Low-opportunity
HCP02413,Pediatrician,TR02,North,T1,354.0,0.251,0.462,True,Low-opportunity
HCP02414,Neonatologist,TR25,South,T3,357.0,0.253,0.603,True,High-volume non/under-user
HCP02415,Pediatrician,TR21,Central,T3,876.0,0.343,0.41,True,High-volume non/under-user
HCP02416,General Practitioner,TR25,South,T3,207.0,0.066,0.505,False,High-volume non/under-user
HCP02417,Neonatologist,TR22,Central,T3,136.0,0.201,0.245,True,Low-opportunity
HCP02418,Pediatrician,TR26,South,T1,690.0,0.273,0.813,False,High-volume non/under-user
HCP02419,Pediatrician,TR05,North,T2,154.0,0.129,1.0,False,Low-opportunity
HCP02420,Pediatrician,TR09,North,T2,454.0,0.146,0.614,True,High-volume non/under-user
HCP02421,General Practitioner,TR10,North,T2,177.0,0.108,0.501,False,Low-opportunity
HCP02422,Pediatrician,TR15,West,T2,311.0,0.231,0.533,False,Low-opportunity
HCP02423,Pediatrician,TR27,South,T2,595.0,0.238,0.433,False,High-volume non/under-user
HCP02424,Pediatrician,TR29,South,T2,301.0,0.467,0.872,True,Emerging
HCP02425,Pediatrician,TR15,West,T2,256.0,0.272,0.923,True,Low-opportunity
HCP02426,Obstetrician-Gynecologist,TR23,South,T1,150.0,0.183,0.621,False,Emerging
HCP02427,Pediatrician,TR12,West,T1,221.0,0.314,0.309,True,Low-opportunity
HCP02428,General Practitioner,TR16,West,T1,173.0,0.045,0.696,False,Emerging
HCP02429,Neonatologist,TR33,East,T2,100.0,0.028,0.596,False,Low-opportunity
HCP02430,General Practitioner,TR12,West,T1,218.0,0.059,0.598,False,High-volume non/under-user
HCP02431,General Practitioner,TR28,South,T1,178.0,0.134,0.713,False,Emerging
HCP02432,Pediatrician,TR01,North,T1,259.0,0.292,0.56,True,Low-opportunity
HCP02433,Pediatrician,TR13,West,T1,333.0,0.264,0.236,False,Low-opportunity
HCP02434,Pediatrician,TR24,South,T1,510.0,0.271,0.624,False,High-volume non/under-user
HCP02435,Pediatrician,TR28,South,T1,386.0,0.252,0.28,True,Low-opportunity
HCP02436,Neonatologist,TR23,South,T1,321.0,0.294,0.176,True,High-volume non/under-user
HCP02437,Pediatrician,TR31,East,T1,363.0,0.699,0.804,True,Emerging
HCP02438,Pediatrician,TR29,South,T2,435.0,0.168,0.451,True,High-volume non/under-user
